"Class Name - Live Objects","Live Bytes [%]","Live Bytes","Live Objects"
"org.olat.search.service.SearchServiceFactory","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor595","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor596","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor597","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor598","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor599","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor600","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor601","0,00%","16","1"
"org.olat.search.service.SearchServiceDisabled","0,00%","16","1"
"org.olat.restapi.system.ThreadsWebService","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor602","0,00%","16","1"
"org.hibernate.hql.spi.TemporaryTableBulkIdStrategy","0,00%","16","1"
"org.hibernate.hql.spi.TemporaryTableBulkIdStrategy$3","0,00%","16","1"
"org.olat.restapi.system.OpenOLATStatisticsWebService","0,00%","16","1"
"org.olat.restapi.system.MemoryWebService","0,00%","16","1"
"org.olat.restapi.system.IndexerWebService","0,00%","16","1"
"org.olat.restapi.support.OlatRestApplication","0,00%","16","1"
"org.olat.restapi.security.RestApiSessionListener","0,00%","16","1"
"org.olat.restapi.security.RestApiLoginFilter","0,00%","16","1"
"com.sun.faces.vendor.WebContainerInjectionProvider","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor603","0,00%","16","1"
"org.hibernate.internal.SessionFactoryImpl$2","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor604","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor605","0,00%","16","1"
"org.hibernate.internal.SessionFactoryImpl$3","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor606","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor607","0,00%","16","1"
"org.olat.resource.accesscontrol.provider.token.TokenAccessHandler","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor608","0,00%","16","1"
"com.sun.faces.spi.SerializationProviderFactory$JavaSerializationProvider","0,00%","16","1"
"com.sun.faces.spi.InjectionProviderFactory$NoopInjectionProvider","0,00%","16","1"
"org.olat.resource.accesscontrol.provider.paypal.PaypalIPNFilter","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.TextareaRenderer","0,00%","16","1"
"org.jboss.marshalling.Marshalling$5","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.TableRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.StylesheetRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.SelectManyCheckboxListRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.SecretRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.ScriptRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.RadioRenderer","0,00%","16","1"
"org.jboss.marshalling.Marshalling$4","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.OutputLinkRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.OutcomeTargetLinkRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.OutcomeTargetButtonRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.MessagesRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.MessageRenderer","0,00%","16","1"
"org.jboss.marshalling.Marshalling$3","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.LabelRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.ImageRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.HtmlBasicRenderer$Param[]","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.HiddenRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.GroupRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.GridRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.FormRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.DoctypeRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.CompositeRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.CompositeFacetRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.CommandLinkRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.CheckboxRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.ButtonRenderer","0,00%","16","1"
"com.sun.faces.renderkit.html_basic.AjaxBehaviorRenderer","0,00%","16","1"
"org.olat.resource.accesscontrol.provider.paypal.PaypalAccessHandler","0,00%","16","1"
"com.sun.faces.renderkit.ResponseStateManagerImpl","0,00%","16","1"
"org.jboss.marshalling.Marshalling$2","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor609","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor610","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor611","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor612","0,00%","16","1"
"org.olat.resource.accesscontrol.provider.free.FreeAccessHandler","0,00%","16","1"
"org.olat.resource.accesscontrol.manager.ACTransactionDAO","0,00%","16","1"
"org.jboss.marshalling.Marshalling$1","0,00%","16","1"
"com.sun.faces.lifecycle.UpdateModelValuesPhase","0,00%","16","1"
"com.sun.faces.lifecycle.RestoreViewPhase","0,00%","16","1"
"com.sun.faces.lifecycle.RenderResponsePhase","0,00%","16","1"
"com.sun.faces.lifecycle.ProcessValidationsPhase","0,00%","16","1"
"org.hibernate.internal.util.xml.MappingReader","0,00%","16","1"
"com.sun.faces.lifecycle.LifecycleFactoryImpl","0,00%","16","1"
"com.sun.faces.lifecycle.InvokeApplicationPhase","0,00%","16","1"
"com.sun.faces.lifecycle.ELResolverInitPhaseListener","0,00%","16","1"
"com.sun.faces.lifecycle.ApplyRequestValuesPhase","0,00%","16","1"
"org.hibernate.jmx.internal.DisabledJmxServiceImpl","0,00%","16","1"
"org.hibernate.jmx.internal.JmxServiceInitiator","0,00%","16","1"
"org.hibernate.jpa.boot.archive.internal.StandardArchiveDescriptorFactory","0,00%","16","1"
"org.hibernate.jpa.boot.internal.EntityManagerFactoryBuilderImpl$JpaEntityNotFoundDelegate","0,00%","16","1"
"com.sun.faces.facelets.tag.jsf.TagHandlerDelegateFactoryImpl","0,00%","16","1"
"org.hibernate.jpa.boot.internal.EntityManagerFactoryBuilderImpl$ServiceRegistryCloser","0,00%","16","1"
"org.hibernate.jpa.criteria.CriteriaBuilderImpl","0,00%","16","1"
"com.sun.faces.facelets.tag.TagLibrary[]","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor613","0,00%","16","1"
"com.sun.faces.facelets.tag.CompositeTagDecorator","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor75","0,00%","16","1"
"sun.reflect.GeneratedSerializationConstructorAccessor76","0,00%","16","1"
"sun.reflect.ReflectionFactory","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaAutoFlushEventListener","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaDeleteEventListener","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaFlushEntityEventListener","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaFlushEventListener","0,00%","16","1"
"sun.reflect.generics.tree.BooleanSignature","0,00%","16","1"
"com.sun.faces.facelets.impl.FaceletCacheFactoryImpl","0,00%","16","1"
"com.sun.faces.facelets.impl.DefaultResourceResolver","0,00%","16","1"
"com.sun.faces.facelets.impl.DefaultFaceletFactory$IdMapperFactory","0,00%","16","1"
"com.sun.faces.facelets.impl.DefaultFaceletFactory$2","0,00%","16","1"
"com.sun.faces.facelets.impl.DefaultFaceletFactory$1","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaPersistEventListener","0,00%","16","1"
"com.sun.faces.facelets.impl.DefaultFaceletCache$ExpiryChecker","0,00%","16","1"
"org.olat.core.commons.services.help.spi.HelpCourseSPI","0,00%","16","1"
"org.olat.core.commons.services.help.spi.ConfluenceLinkSPI","0,00%","16","1"
"org.jboss.marshalling.ContextClassResolver$1","0,00%","16","1"
"com.sun.faces.facelets.component.RepeatRenderer","0,00%","16","1"
"org.olat.core.dispatcher.mapper.MapperSessionListener","0,00%","16","1"
"com.sun.faces.ext.render.FocusHTMLRenderer","0,00%","16","1"
"com.sun.faces.el.VariableResolverImpl","0,00%","16","1"
"com.sun.faces.el.ScopedAttributeELResolver","0,00%","16","1"
"com.sun.faces.el.ResourceELResolver","0,00%","16","1"
"com.sun.faces.el.PropertyResolverImpl","0,00%","16","1"
"com.sun.faces.el.ManagedBeanELResolver","0,00%","16","1"
"com.sun.faces.el.ImplicitObjectELResolverForJsp","0,00%","16","1"
"com.sun.faces.el.ImplicitObjectELResolver","0,00%","16","1"
"com.sun.faces.el.FacesResourceBundleELResolver","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaPersistEventListener$1","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaPersistOnFlushEventListener","0,00%","16","1"
"sun.reflect.generics.tree.BottomSignature","0,00%","16","1"
"com.sun.faces.el.ELContextListenerImpl","0,00%","16","1"
"com.sun.faces.el.ELContextImpl$NoopFunctionMapper","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaPostDeleteEventListener","0,00%","16","1"
"com.sun.faces.el.DummyPropertyResolverImpl","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaPostInsertEventListener","0,00%","16","1"
"com.sun.faces.el.CompositeComponentAttributesELResolver","0,00%","16","1"
"com.sun.faces.el.ChainAwareVariableResolver","0,00%","16","1"
"com.sun.faces.context.flash.FlashELResolver","0,00%","16","1"
"com.sun.faces.context.PartialViewContextFactoryImpl","0,00%","16","1"
"com.sun.faces.context.ExternalContextFactoryImpl","0,00%","16","1"
"com.sun.faces.context.ExceptionHandlerFactoryImpl","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaPostLoadEventListener","0,00%","16","1"
"com.sun.faces.config.processor.ValidatorConfigProcessor","0,00%","16","1"
"com.sun.faces.config.processor.RenderKitConfigProcessor","0,00%","16","1"
"com.sun.faces.config.processor.NavigationConfigProcessor","0,00%","16","1"
"com.sun.faces.config.processor.ManagedBeanConfigProcessor","0,00%","16","1"
"com.sun.faces.config.processor.LifecycleConfigProcessor","0,00%","16","1"
"com.sun.faces.config.processor.FacesConfigExtensionProcessor","0,00%","16","1"
"com.sun.faces.config.processor.FaceletTaglibConfigProcessor","0,00%","16","1"
"com.sun.faces.config.processor.ConverterConfigProcessor","0,00%","16","1"
"com.sun.faces.config.processor.ComponentConfigProcessor","0,00%","16","1"
"com.sun.faces.config.processor.BehaviorConfigProcessor","0,00%","16","1"
"com.sun.faces.config.processor.ApplicationConfigProcessor","0,00%","16","1"
"com.sun.faces.config.configprovider.WebFacesConfigResourceProvider","0,00%","16","1"
"com.sun.faces.config.configprovider.WebFaceletTaglibResourceProvider","0,00%","16","1"
"com.sun.faces.config.configprovider.MojarraFacesConfigResourceProvider","0,00%","16","1"
"com.sun.faces.config.configprovider.MetaInfFacesConfigResourceProvider","0,00%","16","1"
"com.sun.faces.config.configprovider.MetaInfFaceletTaglibraryConfigProvider","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaPostUpdateEventListener","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaSaveEventListener","0,00%","16","1"
"sun.reflect.generics.tree.ByteSignature","0,00%","16","1"
"sun.reflect.generics.tree.CharSignature","0,00%","16","1"
"sun.reflect.generics.tree.DoubleSignature","0,00%","16","1"
"sun.reflect.generics.tree.FloatSignature","0,00%","16","1"
"sun.reflect.generics.tree.IntSignature","0,00%","16","1"
"org.hibernate.jpa.event.internal.core.JpaSaveOrUpdateEventListener","0,00%","16","1"
"org.hibernate.jpa.event.internal.jpa.StandardListenerFactory","0,00%","16","1"
"sun.reflect.generics.tree.LongSignature","0,00%","16","1"
"com.sun.faces.config.FacesInitializer","0,00%","16","1"
"com.sun.faces.config.DocumentOrderingWrapper$DocumentOrderingComparator","0,00%","16","1"
"com.sun.faces.config.DbfFactory$FacesErrorHandler","0,00%","16","1"
"com.sun.faces.config.DbfFactory$FacesEntityResolver","0,00%","16","1"
"com.sun.faces.config.ConfigManager","0,00%","16","1"
"com.sun.faces.component.visit.VisitContextFactoryImpl","0,00%","16","1"
"org.olat.core.commons.services.image.ImageHelperBean","0,00%","16","1"
"com.sun.faces.application.view.ViewDeclarationLanguageFactoryImpl","0,00%","16","1"
"com.sun.faces.application.resource.WebappResourceHelper","0,00%","16","1"
"org.olat.core.commons.persistence.PersistenceHelper","0,00%","16","1"
"sun.reflect.generics.tree.ShortSignature","0,00%","16","1"
"com.sun.faces.application.annotation.ResourceDependencyScanner","0,00%","16","1"
"com.sun.faces.application.annotation.ListenerForScanner","0,00%","16","1"
"com.sun.faces.application.annotation.AnnotationManager","0,00%","16","1"
"com.sun.faces.application.StateManagerImpl","0,00%","16","1"
"com.sun.faces.application.PropertyEditorHelper","0,00%","16","1"
"org.hibernate.jpa.event.spi.JpaIntegrator$JPADuplicationStrategy","0,00%","16","1"
"sun.reflect.generics.tree.VoidDescriptor","0,00%","16","1"
"com.sun.faces.application.ApplicationImpl$SystemEventHelper$1","0,00%","16","1"
"com.sun.faces.application.ApplicationImpl$SystemEventHelper","0,00%","16","1"
"com.sun.faces.application.ApplicationImpl$ReentrantListenerInvocationGuard","0,00%","16","1"
"org.hibernate.jpa.event.spi.JpaIntegrator$PersistCascadeStyle","0,00%","16","1"
"com.sun.faces.application.ApplicationImpl$ComponentSystemEventHelper$1","0,00%","16","1"
"com.sun.faces.application.ApplicationImpl$ComponentSystemEventHelper","0,00%","16","1"
"com.sun.faces.application.ApplicationFactoryImpl","0,00%","16","1"
"com.sun.faces.application.ApplicationAssociate$1","0,00%","16","1"
"org.olat.core.dispatcher.mapper.manager.MapperDAO","0,00%","16","1"
"com.sun.faces.application.ActionListenerImpl","0,00%","16","1"
"org.olat.resource.accesscontrol.manager.ACReservationDAO","0,00%","16","1"
"sun.rmi.runtime.Log$LoggerLogFactory","0,00%","16","1"
"sun.rmi.runtime.RuntimeUtil","0,00%","16","1"
"sun.rmi.server.UnicastServerRef$HashToMethod_Maps","0,00%","16","1"
"org.olat.core.commons.services.image.spi.ImageHelperImpl","0,00%","16","1"
"org.hibernate.jpa.internal.EntityManagerFactoryRegistry","0,00%","16","1"
"org.olat.core.gui.control.navigation.callback.RegistredUserSecurityCallback","0,00%","16","1"
"org.olat.resource.accesscontrol.manager.ACOrderDAO","0,00%","16","1"
"org.olat.core.util.CodeHelper","0,00%","16","1"
"org.olat.resource.accesscontrol.manager.ACOfferDAO","0,00%","16","1"
"org.hibernate.jpa.internal.util.PersistenceUtilHelper$MetadataCache","0,00%","16","1"
"org.olat.repository.site.CatalogManagerSecurityCallback","0,00%","16","1"
"com.googlecode.ehcache.annotations.key.AbstractCacheKeyGenerator$1","0,00%","16","1"
"org.olat.core.commons.modules.glossary.morphService.MorphologicalServiceLocalImpl","0,00%","16","1"
"com.googlecode.ehcache.annotations.config.PatternCacheNameMatcherImpl","0,00%","16","1"
"com.googlecode.ehcache.annotations.DefaultTriggersRemoveInterceptor","0,00%","16","1"
"com.googlecode.ehcache.annotations.DefaultCacheableInterceptor","0,00%","16","1"
"org.olat.repository.manager.RepositoryEntryLifecycleDAO","0,00%","16","1"
"com.google.common.collect.MapMaker$2","0,00%","16","1"
"com.google.common.collect.MapMaker$1","0,00%","16","1"
"org.olat.core.commons.modules.glossary.morphService.MorphologicalServiceDEImpl","0,00%","16","1"
"org.olat.core.commons.modules.glossary.GlossaryModule","0,00%","16","1"
"org.olat.repository.manager.RepositoryEntryDocumentFactory","0,00%","16","1"
"org.olat.core.commons.modules.bc.notifications.FolderNotificationsHandler","0,00%","16","1"
"com.google.common.collect.CustomConcurrentHashMap$2","0,00%","16","1"
"com.google.common.collect.CustomConcurrentHashMap$1","0,00%","16","1"
"sun.rmi.transport.DGCClient$EndpointEntry$RenewCleanThread","0,00%","16","1"
"org.olat.core.commons.modules.bc.meta.MetaInfoFactory","0,00%","16","1"
"org.hibernate.loader.collection.plan.LegacyBatchingCollectionInitializerBuilder","0,00%","16","1"
"org.olat.repository.manager.RepositoryEntryDAO","0,00%","16","1"
"com.fasterxml.jackson.databind.type.TypeParser","0,00%","16","1"
"org.olat.core.servlets.StaticServlet","0,00%","16","1"
"sun.rmi.transport.DGCImpl$1","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.std.ToStringSerializer","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.std.StringSerializer","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.std.SqlTimeSerializer","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.std.SqlDateSerializer","0,00%","16","1"
"org.olat.core.commons.modules.bc.BriefcaseWebDAVProvider","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.std.NullSerializer","0,00%","16","1"
"org.olat.repository.manager.RepositoryEntryAuthorQueries","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.impl.UnknownSerializer","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.Serializers[]","0,00%","16","1"
"com.fasterxml.jackson.databind.ser.BeanSerializerModifier[]","0,00%","16","1"
"com.fasterxml.jackson.databind.node.JsonNodeFactory","0,00%","16","1"
"org.olat.core.commons.fullWebApp.util.GlobalStickyMessage","0,00%","16","1"
"com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector","0,00%","16","1"
"com.fasterxml.jackson.databind.introspect.BasicClassIntrospector","0,00%","16","1"
"org.olat.repository.handlers.WikiHandler","0,00%","16","1"
"com.fasterxml.jackson.databind.introspect.AnnotationMap[]","0,00%","16","1"
"sun.rmi.transport.DGCImpl_Skel","0,00%","16","1"
"com.fasterxml.jackson.databind.ext.OptionalHandlerFactory","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.UntypedObjectDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.StringDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$UuidKD","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$LongKD","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$IntKD","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$FloatKD","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$DoubleKD","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$DateKD","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$CharKD","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$CalendarKD","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$ByteKD","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$BoolKD","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.PrimitiveArrayDeserializers$StringDeser","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.PrimitiveArrayDeserializers$ShortDeser","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.PrimitiveArrayDeserializers$LongDeser","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.PrimitiveArrayDeserializers$IntDeser","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.PrimitiveArrayDeserializers$FloatDeser","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.PrimitiveArrayDeserializers$DoubleDeser","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.PrimitiveArrayDeserializers$CharDeser","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.PrimitiveArrayDeserializers$ByteDeser","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.PrimitiveArrayDeserializers$BooleanDeser","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.PrimitiveArrayDeserializers","0,00%","16","1"
"org.olat.repository.handlers.SharedFolderHandler","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.NumberDeserializers$NumberDeserializer","0,00%","16","1"
"org.olat.repository.handlers.SCORMCPHandler","0,00%","16","1"
"org.olat.repository.handlers.RepositoryHandlerFactory","0,00%","16","1"
"org.hibernate.loader.entity.plan.LegacyBatchingEntityLoaderBuilder","0,00%","16","1"
"org.olat.repository.handlers.PortfolioHandler","0,00%","16","1"
"org.olat.repository.handlers.PodcastHandler","0,00%","16","1"
"org.olat.repository.handlers.ImsCPHandler","0,00%","16","1"
"org.olat.repository.handlers.GlossaryHandler","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.NumberDeserializers$BigIntegerDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.NumberDeserializers$BigDecimalDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.JdkDeserializers$UUIDDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.JdkDeserializers$URLDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.JdkDeserializers$URIDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.JdkDeserializers$StringDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.JdkDeserializers$StackTraceElementDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.JdkDeserializers$PatternDeserializer","0,00%","16","1"
"org.olat.core.commons.fullWebApp.popup.BaseFullWebappPopupLayoutCreator","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.JdkDeserializers$InetAddressDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.JdkDeserializers$CurrencyDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.JdkDeserializers$CharsetDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.JdkDeserializers$AtomicBooleanDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.JacksonDeserializers$TokenBufferDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.JacksonDeserializers$JavaTypeDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.DateDeserializers$TimeZoneDeserializer","0,00%","16","1"
"org.olat.repository.handlers.CourseHandler","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.std.ClassDeserializer","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.ValueInstantiators[]","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.KeyDeserializers[]","0,00%","16","1"
"com.fasterxml.jackson.databind.deser.BeanDeserializerModifier[]","0,00%","16","1"
"org.olat.repository.handlers.BlogHandler","0,00%","16","1"
"sun.rmi.transport.ObjectTable$Reaper","0,00%","16","1"
"org.olat.repository.CatalogContextEntryControllerCreator","0,00%","16","1"
"com.fasterxml.jackson.databind.JavaType[]","0,00%","16","1"
"sun.rmi.transport.proxy.RMIDirectSocketFactory","0,00%","16","1"
"org.olat.core.commons.contextHelp.ContextHelpDispatcher","0,00%","16","1"
"com.fasterxml.jackson.databind.AbstractTypeResolver[]","0,00%","16","1"
"sun.rmi.transport.tcp.TCPTransport$1","0,00%","16","1"
"org.olat.registration.DummyUserNameCreationInterceptor","0,00%","16","1"
"org.olat.registration.DMZRegistrationContentControllerCreator","0,00%","16","1"
"org.olat.registration.DMZPWChangeContentControllerCreator","0,00%","16","1"
"org.hibernate.loader.plan.build.internal.spaces.JoinHelper","0,00%","16","1"
"org.olat.properties.PropertyManager","0,00%","16","1"
"org.hibernate.loader.plan.build.internal.spaces.QuerySpaceHelper","0,00%","16","1"
"org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter","0,00%","16","1"
"org.hibernate.loader.plan.build.spi.QuerySpaceTreePrinter","0,00%","16","1"
"org.hibernate.loader.plan.build.spi.ReturnGraphTreePrinter","0,00%","16","1"
"org.hibernate.loader.plan.build.spi.TreePrinterHelper","0,00%","16","1"
"org.olat.core.CoreSpringFactory","0,00%","16","1"
"com.ctc.wstx.compat.QNameCreator$Helper","0,00%","16","1"
"org.olat.portfolio.model.artefacts.FileArtefactHandler","0,00%","16","1"
"org.olat.portfolio.model.artefacts.EPTextArtefactHandler","0,00%","16","1"
"org.olat.portfolio.manager.EPNotificationsHandler","0,00%","16","1"
"org.olat.commons.servlets.pathhandlers.FilePathHandler","0,00%","16","1"
"org.olat.commons.servlets.StaticsModule","0,00%","16","1"
"br.org.eldorado.openolat.custom.dao.ExtInstantMessageDAO","0,00%","16","1"
"org.hibernate.loader.plan.exec.internal.RootHelper","0,00%","16","1"
"org.olat.portfolio.EPMapOnInvitationExtension$MapOnInvitationContextEntryControllerCreator","0,00%","16","1"
"sun.security.rsa.RSAKeyFactory","0,00%","16","1"
"org.olat.commons.servlets.StaticsLegacyDispatcher","0,00%","16","1"
"org.olat.commons.servlets.RSSServlet","0,00%","16","1"
"org.olat.portfolio.EPMapOnInvitationExtension","0,00%","16","1"
"org.olat.commons.servlets.ICalServlet","0,00%","16","1"
"org.olat.portfolio.EPMapExtension$MapContextEntryControllerCreator","0,00%","16","1"
"org.olat.portfolio.EPMapExtension","0,00%","16","1"
"org.apache.myfaces.custom.datalist.HtmlListRenderer","0,00%","16","1"
"org.apache.myfaces.custom.collapsiblepanel.HtmlHeaderLinkRenderer","0,00%","16","1"
"org.apache.myfaces.custom.collapsiblepanel.HtmlCollapsiblePanelRenderer","0,00%","16","1"
"org.apache.myfaces.custom.captcha.CAPTCHARenderer","0,00%","16","1"
"org.apache.myfaces.custom.calendar.HtmlCalendarRenderer","0,00%","16","1"
"org.apache.myfaces.custom.buffer.BufferRenderer","0,00%","16","1"
"org.apache.myfaces.custom.autoscroll.AutoscrollHiddenFieldRenderer","0,00%","16","1"
"org.apache.myfaces.custom.autoscroll.AutoscrollBodyScriptRenderer","0,00%","16","1"
"org.apache.myfaces.component.html.util.StreamingDestroyerListener","0,00%","16","1"
"org.apache.myfaces.custom.datascroller.HtmlDataScrollerRenderer","0,00%","16","1"
"org.hibernate.loader.plan.exec.process.internal.ResultSetProcessorHelper","0,00%","16","1"
"org.olat.core.servlets.OLATContextListener","0,00%","16","1"
"org.apache.myfaces.custom.date.HtmlDateRenderer","0,00%","16","1"
"org.apache.myfaces.custom.div.DivRenderer","0,00%","16","1"
"org.apache.lucene.index.SegmentReader[]","0,00%","16","1"
"org.apache.myfaces.custom.document.DocumentHeadRenderer","0,00%","16","1"
"org.apache.myfaces.custom.document.DocumentRenderer","0,00%","16","1"
"org.apache.myfaces.custom.fieldset.FieldsetRenderer","0,00%","16","1"
"org.apache.myfaces.custom.fileupload.HtmlFileUploadRenderer","0,00%","16","1"
"org.apache.log4j.spi.DefaultRepositorySelector","0,00%","16","1"
"org.apache.myfaces.custom.htmlTag.HtmlTagRenderer","0,00%","16","1"
"org.olat.portfolio.EPArtefactPoolExtension$ArtefactContextEntryControllerCreator","0,00%","16","1"
"org.apache.log4j.helpers.ThreadLocalMap","0,00%","16","1"
"org.springframework.aop.support.ClassFilters$UnionClassFilter","0,00%","16","1"
